"player_name","pitcher","game_year","N","unpredictability","indistinguishability","unexpectedness","deception"
"Tanner Roark","543699",2020,676,64.6831439779988,50.3081152434569,35.2739909207967,49.5189004290143
"Brandon Morrow","453344",2018,365,70.6558471469241,70.1963588998721,24.0077578117543,49.5136523146775
"Pedro Baez","520980",2019,818,73.5637963380756,82.4080035741838,17.6696598967133,49.4779043137802
"Trey Wingenter","622259",2018,241,78.7902569843437,69.325896824061,17.5055047686707,49.4584265313822
"Luke Jackson","592426",2019,921,75.3503279175441,27.2915485507496,33.7110862475495,49.441163667194
"CC Sabathia","282332",2018,1838,76.5472185742213,64.3174877093735,20.9009081517574,49.4240895317695
"Dallas Keuchel","572971",2020,699,71.9936277654605,83.8858764646531,18.3998897903267,49.412721310762
"David Hale","571735",2019,443,67.1535887851778,88.5444436919464,20.8689667346848,49.3889559535052
"Matt Magill","543483",2018,756,80.1678559693251,91.9288439758364,9.00770340224329,49.3458680350328
"Spencer Turnbull","605513",2019,1999,64.3757174945647,71.2644812752284,28.5876464952272,49.3347063663576
"JT Chargois","608638",2019,204,49.5148107229986,80.4229905252232,37.8787232601781,49.3113251482679
"Justin Anderson","605121",2018,807,81.6543496960762,52.2165132543039,20.338185427581,49.2745933922679
"Allen Webster","543903",2019,121,59.6381862959428,86.010035036538,27.6847650456817,49.2595208299295
"Lance McCullers Jr.","621121",2020,656,75.4230654841133,73.9656333811711,18.4712769946606,49.2257787704748
"Jimmy Yacabonis","642231",2018,497,79.9936001075939,66.7270517674369,17.0104057656028,49.2240922791886
"Nick Margevicius","676606",2020,509,64.5249518956974,62.0185201646603,31.2264359118652,49.2041910543618
"Tyler Bashlor","641341",2019,284,65.1537698587208,58.6147392213665,31.7762821434578,49.1922793409822
"Joey Gerber","680702",2020,171,58.2113781946104,48.7652000782318,40.609335029286,49.1743960215974
"Franklyn Kilome","642584",2020,171,46.7519313213075,75.9447140669301,41.3728587702071,49.1636374047504
"Bryan Shaw","543766",2019,876,68.2959425061898,82.3112670540737,21.5832539281528,49.155257691881
"Jeffrey Springs","605488",2018,347,76.5915500541982,44.4669800498111,26.7757617151954,49.131247898361
"Madison Bumgarner","518516",2020,522,71.0007650966735,87.6319018175192,17.6228100710904,49.1295239080811
"Zac Curtis","657205",2018,240,53.1364781464561,74.3658558131976,36.534312180762,49.1058303254522
"Chance Adams","664856",2018,119,63.2014392956648,78.7067936958565,26.8077560038975,49.0696620548194
"Buck Farmer","571656",2018,944,72.1926613711901,58.1694722050706,25.9442647506563,49.0687350324051
"Shawn Kelley","518875",2019,564,79.3424351993954,69.8629600501575,16.3130358677715,49.0586152881231
"Dakota Hudson","641712",2020,438,58.6539150117902,71.7429419130294,32.7032274253607,49.0200496674233
"Jakob Junis","596001",2019,2152,51.1861997798006,77.8578104559497,36.9027973552923,49.0173412429702
"Adam Wainwright","425794",2018,542,56.7378782036402,59.7545478570516,38.0758603216787,49.0013448042241
"Richard Bleier","542947",2018,319,62.8673205918379,80.1602227698332,26.5101050213736,48.9922197599997
"Taylor Cole","518566",2019,682,56.7934183215726,71.409908737748,34.2373940415777,48.9461340815212
"Matt Harvey","518774",2018,1867,72.2053098741246,71.1168415079292,21.6220869479512,48.9377897181749
"Harrison Musgrave","643466",2018,514,66.8818351936848,71.5730645593227,25.8600461933483,48.9361521430556
"Austin Brice","592169",2020,271,60.389298569997,73.7109542665171,30.523719596253,48.9334804551827
"Jordan Lyles","543475",2019,1796,76.8124814771035,85.3032710435374,13.2317632229109,48.8858125766218
"Hansel Robles","570663",2019,864,59.6307471918237,75.3803720891072,30.4981867967311,48.8498894438349
"Austen Williams","657117",2018,132,51.5031016482397,55.3789717988856,43.5407130054678,48.830368240638
"Josh Fields","451661",2018,399,52.4074434190599,73.5086208889259,36.9785020186089,48.8025783425443
"Yefry Ramirez","606162",2018,925,80.8672057719346,63.6801093197167,16.6457375648486,48.7892718810039
"Jon Gray","592351",2018,2045,72.7027487544563,50.6417709792904,27.5032154089088,48.7723705031204
"Ian Anderson","666120",2020,433,57.3265305037601,80.0985593554518,30.7707068802829,48.7636877629769
"Griffin Canning","656288",2019,1167,71.7752079792532,46.7107309171006,29.4611456485225,48.7307160042687
"Matthew Boyd","571510",2019,2312,74.4952563148683,44.3918048789236,27.8838491386803,48.6774589169737
"Corey Kluber","446372",2018,2259,61.2356987209232,82.8096706270825,26.5457224781709,48.6645459290594
"Johan Oviedo","670912",2020,332,77.4136789741728,45.520313880095,25.0014598825995,48.5938579638546
"Dominic Leone","608678",2018,283,73.0776272065724,88.255162920028,14.9043452263642,48.5585843302569
"Charlie Morton","450203",2018,1989,53.9823755856593,72.1914147572207,35.7364427964265,48.5453873310537
"Jorge Lopez","605347",2019,1509,71.5954353192365,78.9171202464687,19.0740375856834,48.5392640468164
"Jay Jackson","543351",2019,406,89.7111750911637,73.2606475930471,5.92602776928146,48.5207139343281
"Mike Shawaryn","642067",2019,358,62.8140541716877,69.9701653009953,29.0930890765478,48.4921712564124
"Spencer Howard","675921",2020,326,78.3002832709966,61.4280126773163,19.0488461972064,48.4862069074933
"Taylor Williams","592865",2019,195,64.0334879552948,73.8922558352176,26.7976578516103,48.4633223219276
"Matt Strahm","621381",2020,224,51.219621136362,68.6007137767891,38.9565367950809,48.4040005515567
"Frankie Montas","593423",2019,1092,60.7969423874684,80.0614705790162,27.3992632007905,48.3936608357449
"Ljay Newsome","664714",2020,187,77.5121805477736,73.6597270126465,15.6286605032785,48.3653052996948
"Liam Hendriks","521230",2019,998,61.8165737674463,89.8659291080361,23.3828269149697,48.3570939230259
"Craig Stammen","489334",2019,912,85.1168550772167,85.0106570505485,5.68159059452481,48.3197166197107
"Kyle Ryan","594986",2020,202,53.8441569769901,77.9754639701465,33.6780570720809,48.3132157745741
"Robert Stephenson","596112",2020,133,65.6351664522546,61.9077773074352,29.0374817656173,48.2797691760288
"Dereck Rodriguez","605446",2019,1223,73.7628123332033,72.5832199179266,18.8736851814619,48.2333635014316
"Edwin Jackson","429719",2019,966,68.9042334554437,82.8347210768709,19.6085963091477,48.2328885886015
"Luke Weaver","596133",2019,794,69.5137074070183,87.3388336425349,17.6587206681554,48.2241818962237
"Mike Minor","501985",2018,1908,72.824520828392,84.545450642825,15.815181130188,48.2198027042418
"Wander Suero","593833",2018,589,75.9605292162517,65.3630957321049,19.3275157735312,48.2075144488746
"Ryan Dull","623430",2018,307,77.3513543873561,90.3474207113332,10.1654316915829,48.1694571408241
"Ryan Borucki","621366",2018,1164,70.4188407421661,85.1823250225831,17.5094805088887,48.1600712167457
"Jesus Tinoco","622786",2019,451,61.0775944089349,50.0851463860259,36.365023328419,48.1421542275148
"Brandon Kintzler","445213",2019,631,66.8946215228514,88.2591571779896,19.4002414278328,48.1374460200991
"Scott Barlow","605130",2018,166,52.8718450626881,18.2398645933066,53.2595764278286,48.1318852316974
"Sam Howard","607572",2019,292,75.2112354762507,59.2487909687352,21.7735476680392,48.1229107443011
"Jon Gray","592351",2020,484,69.1096796624453,56.3735142435532,27.7090282725616,48.1175886752654
"Jose Quijada","650671",2019,505,77.8808599168075,80.3341504896092,12.8330262723055,48.1077997014905
"Dylan Floro","571670",2018,721,80.9120085428407,69.9325055066481,13.6319781350997,48.0945161378162
"Tyler Lyons","544928",2018,179,68.6237389721802,5.87662807593162,44.1662336661347,48.0920444304866
"Scott Alexander","518397",2019,204,61.5326305342427,89.771881484766,23.2705372883485,48.0915544199269
"Evan Phillips","623465",2018,160,82.6852077245744,94.1204246765675,4.45635814946457,48.0901065482634
"Miles Mikolas","571945",2019,2063,83.8521239723983,71.3507167845884,10.7216849587491,48.0690042945439
"Will Harris","501789",2018,658,65.9896837151122,86.1718460747316,20.7087750001714,48.0653047543391
"Joe Jimenez","641729",2019,799,70.2212142912141,50.5024306850054,28.5760609487848,48.0552432964737
"Adrian Sampson","592716",2019,1492,82.5204512821665,81.7670310482395,8.45413483734107,48.0372302402616
"Blaine Boyer","430641",2018,326,75.9787259383154,71.267814318465,17.1881662032322,48.0362976463395
"Anthony Banda","607455",2018,134,70.0055272076168,81.7445239074841,18.6762225001814,47.9699313062092
"Brad Boxberger","502202",2019,365,65.1847337137603,77.7232717076017,23.8931423057504,47.9443949948321
"Artie Lewicki","592499",2018,485,69.5225375706649,95.5289916595885,14.6304775969693,47.9341987887003
"Marco Gonzales","594835",2019,2290,73.5842198191241,33.1625629861532,31.1570162362712,47.9320049134779
"Joe Kelly","523260",2019,659,61.887174659555,71.3929090224964,28.5826352144457,47.9129081662867
"CC Sabathia","282332",2019,1259,72.7705240785905,73.0092305885328,19.0895728145736,47.9045465511473
"Jeremy Hellickson","476451",2018,1003,71.2499850040499,61.6014141759473,23.9588720087202,47.8911488506225
"Archie Bradley","605151",2019,969,77.3192995483552,75.6981318125033,14.4430244377906,47.8747850558694
"Tyler Thornburg","592804",2018,322,71.9156320079794,66.3474775321977,21.8685220695854,47.8703797542687
"Adam Cimber","643256",2018,677,63.0496629598069,82.159581517496,24.1250758322254,47.8644963742426
"Trevor Richards","670950",2018,1687,68.1292047189408,77.7950376976017,21.3304743842945,47.8639021523307
"Jeurys Familia","544727",2020,337,47.4923792120941,68.9072100050228,41.1484771119587,47.852697812268
"Taylor Widener","642203",2020,276,70.7093892375922,62.5378365911947,24.015892913867,47.8276839506356
"Adam Conley","543045",2018,573,40.9462251574344,81.2419043201812,42.5390397867799,47.8022936658328
"Bobby Poyner","596074",2019,176,66.9221519692106,58.625408955298,28.3189767017845,47.7826142852356
"Yoshihisa Hirano","673633",2018,839,71.3116328649612,65.9413882452725,22.355311420722,47.7713979861631
"Cory Gearrin","518715",2019,667,61.6280420736887,69.3820723416426,29.2316627359967,47.7679940596417
"Joe Musgrove","605397",2019,1937,62.159495788896,74.4572986782849,27.1640968425649,47.7593186837096
"Luis Perdomo","606131",2019,738,77.7890667853498,66.6619452194571,16.7697018480805,47.7575463013182
"Collin McHugh","543521",2019,934,66.8014977353815,21.9222567920628,40.0255473795558,47.7191524256847
"Jose Urena","570632",2019,1006,73.9675149295731,71.9851720241286,18.1503244878011,47.7072654628514
"Richard Rodriguez","593144",2018,853,72.6928872082141,68.6918558362068,20.2443352405676,47.7032879512578
"Yency Almonte","622075",2020,333,75.6874599097478,71.9961494531549,16.6736832412775,47.6676032661221
"Collin McHugh","543521",2018,911,75.245131188361,36.8055839647574,28.2359916788053,47.6555169853027
"Dallas Keuchel","572971",2019,1364,59.5326334809579,57.3852814461819,34.6145985201072,47.6503634979067
"Paul Sewald","623149",2019,249,70.813597437521,81.5853657098137,17.5935408906143,47.6398032803138
"Rich Hill","448179",2019,657,51.0131723569466,46.9881012855635,44.9063620854667,47.6218445965625
"Jacob deGrom","594798",2020,866,71.2419980718002,90.8171018839316,14.2543468247701,47.608630182235
"Chris Sale","519242",2018,1897,52.3879868627971,51.900816098583,42.1689548716148,47.5942227913948
"Chaz Roe","475054",2018,530,23.8902384108142,52.1164984783777,65.4967430905626,47.5370673181341
"Jonathan Holder","656547",2020,297,60.1684639293006,84.0079966667757,25.4074462761639,47.510014037227
"Gregory Soto","642397",2019,830,68.4994073105295,84.2322066581908,18.4673557137575,47.5062744457657
"Yoan Lopez","661255",2019,618,68.1222938571125,73.2734067356805,22.2396851410852,47.4844947007488
"Jalen Beeks","656222",2019,1356,70.5247626586581,79.0602959869066,18.4086886002578,47.4791957478384
"Justin Wilson","458677",2018,790,89.2580429162335,43.8111429191464,14.1782605097997,47.4573442053674
"Keone Kela","605309",2018,643,62.4679921605944,54.1075529605366,32.8299764274454,47.3602785979285
"Tyler Mahle","641816",2020,651,69.0479725394267,80.2159778399004,19.0644256246597,47.3432525830439
"Evan Phillips","623465",2020,215,56.130313641167,86.9299556279813,27.5451894274757,47.3280232596475
"Jose Castillo","620454",2018,480,82.6940676571466,60.7287471850572,13.9766851458525,47.3036891782249
"J.A. Happ","457918",2018,2314,78.5289952084201,78.2809540777176,11.6727331022241,47.2038020525112
"Andrew Miller","453192",2018,399,70.2339464603336,24.1789853377145,35.7394378165442,47.1974221316672
"Jose Ruiz","614179",2019,556,79.9788057314674,63.1885741303978,15.1585768294929,47.1123201604551
"Luke Weaver","596133",2020,730,65.3839625356121,91.0010733400996,18.301564080463,47.1002465209175
"David Price","456034",2018,1993,81.5704161718266,74.0258645645732,10.3382265540137,47.0732550461643
"Jordan Zimmermann","519455",2018,1516,69.9845490327745,87.9533960052632,15.4388441706823,47.0692841903964
"Dinelson Lamet","659275",2019,915,61.5894461734191,69.7306517458365,28.1542378085968,47.0634381405019
"Daniel Hudson","543339",2018,526,79.2204574205434,81.2809663832562,9.9422645529049,47.0592880195552
"Joe Jimenez","641729",2018,881,76.0763474287371,54.9147909691107,20.930836209269,47.0561782560509
"Hansel Robles","570663",2020,237,65.606402267975,77.6856840718309,22.2993058383843,47.0561013639626
"Sam Gaviglio","543208",2018,1489,68.1670217046963,89.6912939560373,16.3215975794939,47.0264129693557
"Zack Godley","643327",2018,2215,57.6158664845464,71.422390158461,30.8074985765933,47.006139648727
"Antonio Senzatela","622608",2019,1627,80.6207028637298,31.3016956511816,24.606902555001,46.9817230994931
"Daniel Ponce de Leon","594965",2020,501,80.0226731132106,58.1870156151889,16.5277757956701,46.9791720784083
"Austin Gomber","596295",2018,894,63.4885738990881,63.3749780106164,28.4676032474629,46.9592661379476
"Craig Stammen","489334",2018,817,84.4820217199127,85.0652494609735,4.18902406389618,46.9092604805135
"Zach Davies","605200",2018,844,66.1948781945319,77.8496506622537,21.5097879121446,46.877900020557
"Louis Coleman","488786",2018,603,82.8770061216753,45.7611490288314,17.9812580564396,46.8697171395512
"Noe Ramirez","598287",2019,830,60.4804064768009,76.4019117326483,26.6240322226959,46.8391234863667
"David Price","456034",2019,1402,75.0054186297186,60.568342705294,19.6942216382465,46.8323228475106
"Mike Clevinger","605182",2020,484,66.8010774526064,60.2386291847755,26.5553552600155,46.8302172837684
"Ivan Nova","467100",2019,2193,56.0879481900167,83.1154931704074,28.0267338142912,46.785202410827
"Dillon Peters","596071",2019,947,76.4356227591876,62.6866534717724,17.7637580425789,46.777888855379
"A.J. Cole","595918",2018,654,55.8445524602141,52.8371456392883,37.8658018325722,46.7774520314771
"Madison Bumgarner","518516",2019,2393,66.5690305603408,92.1153822240715,16.4982001349323,46.7671176387264
"Mike Mayers","594577",2020,391,66.569167224651,72.4564350251703,22.7329856177905,46.7457355609548
"Tyler Thornburg","592804",2019,296,57.4212160011061,62.0875972428873,33.5550917747985,46.7324648413072
"Aaron Bummer","607481",2020,116,41.3918217201537,93.743119976184,36.6689054538279,46.7300892937009
"Tyler Mahle","641816",2019,1601,73.1411385878203,78.6157267797945,15.3318212520264,46.7287929198978
"Jerry Blevins","460283",2018,590,72.1367441231432,55.20369512964,23.6118163560708,46.7226253532613
"A.J. Minter","621345",2018,781,84.8030311700267,59.0806587430892,11.9310720271944,46.7154079777915
"Adam Plutko","592644",2018,942,65.4092653279038,68.9999868514638,24.7322586743339,46.7049032452656
"Drew Hutchison","571800",2018,552,57.4340834426865,71.9347580069794,30.3074011408246,46.6626832292871
"Tyler Bashlor","641341",2018,429,60.7958402683124,59.3063617482687,31.558154711131,46.6596465207113
"Josh Smoker","519294",2018,127,55.0020776302618,81.0574665961775,29.3964210431816,46.6575987135788
"Clay Holmes","605280",2018,371,60.7182775108912,90.345047963361,21.7176429354414,46.6507765303589
"William Cuevas","571035",2018,264,61.0951722680222,52.2393567452626,33.487341329599,46.6056999289185
"Jose Urena","570632",2018,2058,72.9578674994105,66.8232664122842,19.0066669288128,46.5633874790894
"Brandon Kintzler","445213",2018,719,78.3493762497269,90.2493456861657,7.00966905713462,46.5001962393482
"Thomas Pannone","623381",2018,514,72.6672090332443,67.1779056340119,19.0135029005338,46.4789664133878
"Steven Matz","571927",2020,490,68.1430999617797,67.9240918193105,22.5006373742724,46.4774217465498
"Wilmer Font","521655",2019,1163,75.9619114225108,34.3627658562018,26.7432428369386,46.4691174670091
"Charlie Morton","450203",2019,2347,54.4603284852749,66.8237677720617,34.104463728558,46.4638604261872
"Trevor Rogers","669432",2020,438,62.8904156562439,73.2234861757326,25.109507139831,46.4565280186024
"Josh Lucas","572998",2019,204,48.2026481608016,91.7612378618002,31.2749471725783,46.4374601379666
"Scott Barlow","605130",2019,981,73.6359248556976,42.2605969431877,26.0701355264366,46.4180481461731
"Daniel Norris","596057",2018,609,74.4165074529785,42.9069997784192,25.1946527221331,46.3994092846503
"J.A. Happ","457918",2019,2014,74.9233687426337,82.716358256227,12.0250083670833,46.3534799043464
"Doug Fister","450729",2018,822,74.0225901853072,52.8378310595096,22.2610390501842,46.333593288283
"Travis Bergen","664157",2020,139,57.2758593902036,88.3197543466759,24.7390644010922,46.3260609874069
"Justin Verlander","434378",2018,2584,61.9929479103562,58.8245892654802,30.2466816923232,46.3216809548727
"Noe Ramirez","598287",2018,1026,66.1474554047557,78.2057396035827,20.6321363600999,46.3109153744335
"Nick Burdi","595897",2019,121,75.4099727179478,72.959563866668,14.6729340671384,46.310686660948
"Frankie Montas","593423",2020,677,64.5992979716327,88.0774768485524,18.7247970820261,46.2850066243288
"Jesse Biddle","592145",2018,750,56.6212222077376,92.0484100517619,23.995903971489,46.2595857436359
"Noah Syndergaard","592789",2019,2267,74.9634099516959,80.1706875205325,12.6552541032612,46.2489702045581
"Robbie Ray","592662",2020,809,57.9681735928057,48.7777106324345,36.6507961469199,46.2415475208258
"Vidal Nuno III","573064",2018,363,65.2465913855399,30.4413578865725,36.4667507915796,46.2193103002242
"Tony Watson","453265",2020,206,60.0503714078142,96.777314504781,19.6011733388138,46.2153998688279
"Kevin Gausman","592332",2018,2228,68.979088839546,62.8470848964261,23.0410929730738,46.2029508601748
"Heath Hembree","592390",2018,842,71.9307048208838,79.0688030610187,15.4326367212881,46.1979808183497
"John Means","607644",2020,569,67.6936693307073,57.9117524392621,25.6531158615802,46.1889644906018
"Austin Brice","592169",2018,443,57.4845776049091,80.7876845009456,26.7604275205684,46.179865106407
"Glenn Sparkman","642098",2019,1641,74.1602937605558,28.2887018852992,29.7397001362386,46.1701442624545
"Stefan Crichton","592233",2019,345,69.945388256912,83.406821907805,15.6145110775964,46.1477212536806
"Dan Altavilla","656186",2019,219,63.0772035599104,92.531286283376,18.3635807263748,46.1468166160129
"Corey Oswalt","621261",2020,168,50.9907485389444,76.3014592324733,33.4804024017058,46.1377848697478
"John Brebbia","605154",2018,625,78.4538877963355,62.4356175375452,15.2661651631435,46.1321013170059
"Tyler Beede","595881",2019,1503,68.1301591675677,90.5016633185882,14.824133192657,46.1302531511917
"Hector Noesi","456051",2019,373,48.7807456981174,70.6073283768216,37.1050791626476,46.1302385413853
"Dakota Hudson","641712",2018,314,61.6550550370477,78.9361482921892,23.8248723492895,46.1164523674493
"Lance Lynn","458681",2019,2586,77.3731229999597,78.5750021762373,10.8458626849415,46.0141140664388
"Adam Ottavino","493603",2018,946,57.6424004984408,28.6168618823958,43.019850552512,46.0125107529898
"Enyel De Los Santos","660853",2018,254,59.7558212038285,66.2198091569047,29.2414676884459,45.9747936889172
"Keone Kela","605309",2019,383,66.1048062372481,56.1740269843134,27.1905930450508,45.9593507369714
"Connor Brogdon","641401",2020,141,65.3886106408242,86.2650242349456,18.1511509728926,45.9313639462102
"Chase Anderson","502624",2018,1931,68.7242952913699,69.1191391271917,20.849700582136,45.9188826063849
"JT Chargois","608638",2018,372,64.7084074106254,74.6235376578625,22.402173548657,45.9176512450255
"David Hale","571735",2020,207,63.3262104121839,86.7585617744245,19.653502361091,45.9035224842583
"Jose Cisnero","542585",2019,484,63.4559595279957,80.8893265324263,21.3938386842799,45.8871024437534
"Tyler Thornburg","592804",2020,114,55.0113506607554,69.7632693891329,31.8802050990783,45.8755105170033
"Carlos Martinez","593372",2019,579,61.7952610523333,60.1662534683207,29.2708048241212,45.8196922668465
"Framber Valdez","664285",2019,844,52.8548119310989,48.3202590362674,40.400684236813,45.8120403756125
"Robbie Ray","592662",2019,2282,76.0322641341085,39.700805606254,24.0317889426688,45.7969176410858
"Trevor Williams","592866",2020,764,67.9439452751784,76.975975546843,18.7897549757089,45.7784843498333
"Wei-Yin Chen","612672",2019,846,68.337198950713,75.9316677649833,18.798438545037,45.7783754778111
"Jose Suarez","660761",2019,1105,68.5167934242023,69.0666670561708,20.8339958256966,45.7753253166071
"Jon Gray","592351",2019,1716,61.0813655731624,31.6335315374503,38.8580166617255,45.753247886384
"Josh A. Smith","595001",2020,306,59.5896519315775,63.0992187810932,30.0520584423109,45.7483354555788
"Deck McGuire","592547",2018,533,68.2853276042907,53.9089616776053,25.7663999854996,45.7125331139799
"Hector Rondon","444468",2018,742,75.1734243432325,89.2323424679517,8.82517880416278,45.7060380035068
"Anthony Swarzak","461872",2018,371,74.6866630227708,80.9219399867576,11.8728756852909,45.7047738247022
"Carlos Carrasco","471911",2020,821,63.2576953063033,79.0833968813137,21.7741471311245,45.6339983179636
"Erick Fedde","607200",2019,946,58.84931062739,42.6240355522108,37.0244286753107,45.6333699852572
"Framber Valdez","664285",2020,759,52.7643070417094,63.7486238621312,35.2780930379679,45.6142371123824
"Craig Stammen","489334",2020,272,60.8322946998989,82.7879263890241,22.559430950439,45.6112415527261
"Trevor Hildenberger","657610",2019,214,46.3501235541209,76.6480616114287,36.4073924129128,45.5832016759351
"Kevin Quackenbush","534812",2018,128,58.2282690615288,74.0592999294698,27.4254097304481,45.5681302761902
"Wade Davis","451584",2019,625,75.3662274282539,50.6403393997646,20.6991520926207,45.5181125796356
"Stefan Crichton","592233",2020,295,63.1461472503381,84.8021525844694,19.8364357875495,45.487829081582
"Adrian Houser","605288",2019,1348,72.5883364057568,63.9380055500562,18.7017905024664,45.4842281479637
"Alex Young","622065",2020,593,62.3103871229156,60.6050770500812,28.2223069928274,45.4778600011383
"Nick Goody","580792",2020,191,85.5185397163789,45.0479251584338,14.0575624855653,45.4757533314948
"Clayton Richard","453385",2019,523,45.5806171255704,46.2781342990402,46.5528286731147,45.4651604065834
"Martin Perez","527048",2018,1006,69.5158883896252,79.7510771259769,16.1549237493863,45.4570302487017
"Aaron Sanchez","592717",2019,1700,57.2220366250789,81.3562298743753,25.6992440006593,45.4060268916067
"Yu Darvish","506433",2018,558,54.7021423893861,76.7483582017415,29.235424830391,45.4001665158627
"Ryan Brasier","518489",2018,361,81.1787240943781,59.8899025064874,12.7927210092529,45.3980424254753
"Matt Koch","571863",2019,268,68.2149255674104,57.4470007514886,24.2512942609058,45.3980281049416
"Diego Castillo","650895",2019,831,72.3738345425375,74.5403922223287,15.2702922478769,45.3223744568838
"Chad Green","643338",2019,1005,89.1512408584313,59.771507658906,6.14944070026433,45.3183076839867
"Brian Johnson","598271",2019,463,77.2545488311069,16.0281906961007,29.8907899583917,45.318082128405
"Erik Swanson","657024",2019,723,79.0336929580294,51.7654418623179,16.9773707239211,45.2768272145926
"Ryan Madson","425492",2018,604,53.5352383901402,61.5377280549664,34.8688337802818,45.2763087357443
"Jordan Montgomery","656756",2020,554,42.8899880155439,85.9507697026867,35.8533103503004,45.2726509587807
"Jacob Nix","656798",2018,461,73.9951280141836,44.3117464473196,23.4874161278002,45.2652800644222
"Garrett Richards","572070",2020,575,36.6515446697397,74.4307353472013,44.640571250313,45.2560168245525
"Aaron Nola","605400",2020,861,69.0534686595151,71.6673756347378,18.7676129051138,45.2138585403363
"Tommy Milone","543548",2019,1239,71.9233657028151,71.3472081221953,16.4917578004372,45.2042843518837
"Jake Odorizzi","543606",2020,158,62.4825207999467,80.1274908761651,21.4065430021037,45.1586092978643
"Luke Weaver","596133",2018,1778,74.1157058569422,80.9996304416069,11.5331930994584,45.1504512314519
"Brian Johnson","598271",2018,1082,86.3674692331506,20.1760649279329,20.7445612192641,45.0944849688629
"Elvis Luciano","672773",2019,477,46.699858408887,74.6891385035933,36.0097880924627,45.0652469278745
"Ivan Nova","467100",2018,1847,52.498301654955,80.4081884832721,29.4085247648305,45.0640718468456
"Joe Kelly","523260",2020,128,69.4478796067405,71.1576291508252,18.392731068056,45.0639273789278
"Chance Adams","664856",2020,134,46.1495788036621,86.7710498327933,32.5674647975766,45.0333198063494
"Dominic Leone","608678",2019,485,67.8472949526372,91.2912070372511,13.2334671574177,45.0205634246754
"Daniel Hudson","543339",2019,916,70.9981077505931,83.6391703240214,13.0752578597136,45.0197783749844
"Asher Wojciechowski","592879",2020,503,65.1752660190019,43.4340646808015,30.6606657154974,45.0022782041717
"Josh Taylor","657031",2019,641,75.6980338470283,82.3543104164289,9.5872495769247,45.0017693370556
"Kazuhisa Makita","628318",2018,332,65.9443175904691,57.7071461994109,25.3991110714739,44.9463479806736
"Jose Urquidy","664353",2020,266,68.4922892729195,21.1492842787735,34.9185142755071,44.9235784649375
"Pierce Johnson","572955",2018,629,79.5696705853714,51.0875903415889,16.2100596239244,44.894398173771
"Yefry Ramirez","606162",2019,345,76.4337672114038,65.6840424784421,14.1319947411812,44.8875263789121
"Kyle Zimmer","622092",2019,333,51.5157194639163,82.7505081149609,29.1954177224805,44.8691719363727
"Martin Perez","527048",2019,2033,75.333391325033,75.5895580895179,11.8307732773211,44.8515813085466
"Brendan McKay","656713",2019,661,56.2148604184218,91.4891630782284,22.4759293572034,44.8245568680242
"Marco Gonzales","594835",2020,711,72.2188234761217,5.74939530352658,36.5645888140266,44.7882465196392
"Daniel Hudson","543339",2020,286,65.7685707300107,90.5898005855063,14.718712179466,44.7023418241214
"Tanner Scott","656945",2020,257,54.4921869660213,81.0335261771945,27.0270263439381,44.6832024005073
"Mike Leake","502190",2019,2114,60.1911736836812,64.2167086963558,27.6794655873707,44.6747706090337
"Shane Carle","641438",2019,139,58.1032142882176,82.6679719841949,23.5173593059962,44.6734038647431
"Cole Sulser","642121",2020,316,55.5136456288031,71.9860423106772,29.0461493773818,44.6671500949735
"Manny Banuelos","544365",2019,710,63.3293430438441,53.08239056978,28.6218592847165,44.6601535658205
"Kevin Ginkel","656464",2020,263,70.4394689575511,81.908547518936,13.5007903788579,44.6059705808989
"Austin Bibens-Dirkx","502212",2018,407,61.5186024553723,75.8617471579272,22.7623168029592,44.5954589011703
"Trevor Gott","641627",2019,696,73.0560656615166,67.1783617377805,16.0177994303109,44.5906073645085
"Peter Lambert","663567",2019,1163,69.6084377573358,64.4044466612716,19.734940167624,44.5855444666523
"Joe Ross","605452",2019,844,55.6917355858836,82.1612494756885,25.4633450038735,44.5306979664464
"Kwang Hyun Kim","547942",2020,458,57.8758316041347,73.1203717239119,26.5363352646391,44.5243839687127
"Jonathan Hernandez","642546",2019,254,64.3550805160676,81.5033484633475,18.491236749864,44.4992199108152
"Adam Warren","476589",2018,765,65.615857310878,68.0784997102402,21.6828933477074,44.4652754313468
"Shane Bieber","669456",2020,940,54.6924234398699,96.950101669664,21.4654873755168,44.4544574831808
"Noah Syndergaard","592789",2018,1768,58.0641868604963,77.7765923198466,24.7399900794458,44.4133771408813
"Sandy Alcantara","645261",2019,2257,66.4496078745756,82.3041737186384,16.3854126421411,44.4109453288959
"Adam Ottavino","493603",2020,253,50.8048914473566,40.9080586188265,42.4660272126247,44.4103978181215
"Jose Berrios","621244",2018,2208,64.3127171635825,82.3424608322512,18.1150311368346,44.3977955895907
"Mike Dunn","445197",2019,225,64.9764379930118,63.7733170386875,23.4703751190673,44.3866892671764
"Bryan Mitchell","571951",2018,844,64.0690283846359,63.9400324261705,24.1354633721598,44.3659802824683
"Adbert Alzolay","640470",2019,165,58.5096801255647,71.573261777142,26.2669644398203,44.3548061517763
"Edubray Ramos","591693",2018,565,65.301380648235,41.4618912025672,30.2622373008048,44.3507200517384
"Keynan Middleton","641871",2018,235,78.0379135027506,44.9373769351916,18.6196389537761,44.3209629998697
